127.0.0.1 - - [06/Jun/2024:12:21:22 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:40:58 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:40:59 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1247
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:15 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1247
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:17 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1245
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:17 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1245
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:17 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1246
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:18 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1247
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:18 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1246
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:18 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1245
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:41:35 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1247
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:42:19 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1247
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:42:20 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1247
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:42:20 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1244
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:45:52 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:45:54 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 1529
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:52:44 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:52:45 +0530] "GET /ShoppingApp/payBill? HTTP/1.1" 400 847
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:57:35 +0530] "GET /ShoppingApp/payBill? HTTP/1.1" 400 847
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:57:37 +0530] "GET /ShoppingApp/payBill? HTTP/1.1" 400 847
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:57:41 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [06/Jun/2024:16:57:42 +0530] "GET /ShoppingApp/payBill? HTTP/1.1" 400 847
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:02:12 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1398
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:02:15 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 404 740
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:02:47 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:02:48 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 404 740
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:03:36 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1395
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:03:43 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 200 449
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:04:21 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 200 449
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:04:22 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 200 449
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:04:25 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1396
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:04:26 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 200 449
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:04:33 +0530] "GET /ShoppingApp/payment?discount_amt= HTTP/1.1" 400 762
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:05:24 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:05:26 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:05:34 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3240
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:05:39 +0530] "GET /ShoppingApp/payBill? HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:05:43 +0530] "GET /ShoppingApp/displayBill? HTTP/1.1" 200 1396
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:05:45 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:05:50 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:07:29 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3164
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:07:33 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1394
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:07:37 +0530] "GET /ShoppingApp/payment?discount_amt=5700.0 HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:07:39 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:27:15 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 500 3782
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:28:22 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 500 3782
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:29:12 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 500 3782
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:31:20 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:31:29 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 500 3782
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:32:30 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:32:38 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3157
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:32:41 +0530] "GET /ShoppingApp/balance? HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:34:54 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3160
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:34:55 +0530] "GET /ShoppingApp/addbalance? HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:35:15 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3160
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:35:16 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:35:33 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:35:34 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:35:34 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:35:34 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:36:39 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:36:40 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:36:40 +0530] "GET /ShoppingApp/addBalance? HTTP/1.1" 500 3618
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:38:52 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6491
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:39:22 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 5361
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:39:27 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=1&pro_name=Bag&pro_price=500.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:39:29 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:39:35 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:39:37 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:39:37 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:40:31 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:03 +0530] "GET /ShoppingApp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:03 +0530] "GET /ShoppingApp/ HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:11 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3160
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:24 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 5361
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:29 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=2&pro_name=T-Shirt&pro_price=300.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:30 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:41 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:42 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:43 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:43 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:41:58 +0530] "GET /ShoppingApp/addProductsToCart HTTP/1.1" 200 5361
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:42:46 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 5361
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:42:49 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=3&pro_name=Laptop&pro_price=45000.0&pro_quantity=1&pro_discount=20 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:42:53 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:42:58 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:43:19 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:43:20 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:43:20 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:43:27 +0530] "GET /ShoppingApp/addProductsToCart HTTP/1.1" 200 5361
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:43:33 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=2&pro_name=T-Shirt&pro_price=300.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:43:34 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:43:37 +0530] "GET /ShoppingApp/add_products_to_cart HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:48:12 +0530] "GET /ShoppingApp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:48:12 +0530] "GET /ShoppingApp/ HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:48:18 +0530] "GET /ShoppingApp/home?username=admin&password=admin HTTP/1.1" 200 3006
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:48:20 +0530] "GET /ShoppingApp/addProducts? HTTP/1.1" 200 2830
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:48:48 +0530] "GET /ShoppingApp/getProducts?id=12&name=Charger&price=1000&quantity=20&discount=1 HTTP/1.1" 200 1499
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:48:50 +0530] "GET /ShoppingApp/add_product.jsp HTTP/1.1" 200 2830
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:49:41 +0530] "GET /ShoppingApp/getProducts?id=13&name=Photo+Frame&price=500&quantity=20&discount=1 HTTP/1.1" 200 1499
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:49:43 +0530] "GET /ShoppingApp/add_product.jsp HTTP/1.1" 200 2830
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:51:26 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:51:30 +0530] "GET /ShoppingApp/home?username=customer&password=customer HTTP/1.1" 200 995
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:51:32 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:51:54 +0530] "GET /ShoppingApp/home?username=mantr&password=mantr HTTP/1.1" 200 3160
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:51:57 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:01 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=1&pro_name=Bag&pro_price=500.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:16 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:20 +0530] "GET /ShoppingApp/addProductsToCart HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:26 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=1&pro_name=Bag&pro_price=500.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:28 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:32 +0530] "GET /ShoppingApp/add_products_to_cart HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:37 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:37 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:38 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:38 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:52:38 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:53:23 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:53:24 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:53:24 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:53:29 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:53:34 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:53:34 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:53:34 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:00 +0530] "GET /ShoppingApp/displayProductsToCustomer? HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:04 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:24 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=1&pro_name=Bag&pro_price=500.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:25 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:32 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:32 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:33 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:36 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:37 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:54:37 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:55:46 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 1529
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:59:12 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:17:59:20 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 6255
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:00:14 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1635
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:01:49 +0530] "GET /ShoppingApp/payment?discount_amt=44170.0 HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:01:51 +0530] "GET /ShoppingApp/index.jsp HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:02:05 +0530] "GET /ShoppingApp/home?username=vansh&password=vansh HTTP/1.1" 200 3160
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:02:08 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:02:11 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=2&pro_name=T-Shirt&pro_price=300.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:02:13 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:02:24 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 2169
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:02:27 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:18:02:32 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 1018
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:49:21 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 2028
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:49:54 +0530] "GET /ShoppingApp/displayandpayBill? HTTP/1.1" 200 985
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:52:06 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:52:12 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=1&pro_name=Bag&pro_price=500.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1520
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:52:18 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:52:20 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:52:25 +0530] "GET /ShoppingApp/add_products_to_cart HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:52:41 +0530] "GET /ShoppingApp/add_products_to_cart.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:53:44 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:53:49 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=1&pro_name=Bag&pro_price=500.0&pro_quantity=1&pro_discount=5 HTTP/1.1" 200 1502
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:53:51 +0530] "GET /ShoppingApp/customer_menu.jsp HTTP/1.1" 200 3140
0:0:0:0:0:0:0:1 - - [06/Jun/2024:21:53:58 +0530] "GET /ShoppingApp/removeProductsFromCart? HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:03:10 +0530] "GET /ShoppingApp/removeProductsFromCart? HTTP/1.1" 200 2181
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:03:27 +0530] "GET /ShoppingApp/displayProductsToCustomer? HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:03:31 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:03:40 +0530] "GET /ShoppingApp/removeProductsFromCart? HTTP/1.1" 200 2181
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:03:55 +0530] "GET /ShoppingApp/deleteProduct?productName=Photo+Frame HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:04:18 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:04:27 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 1529
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:06:09 +0530] "GET /ShoppingApp/customer_menu.jsp HTTP/1.1" 200 2898
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:06:13 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 1529
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:06:17 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:06:23 +0530] "GET /ShoppingApp/getProductsFromCart?pro_id=12&pro_name=Charger&pro_price=1000.0&pro_quantity=1&pro_discount=1 HTTP/1.1" 200 1502
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:06:26 +0530] "GET /ShoppingApp/customer_menu.jsp HTTP/1.1" 200 2898
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:06:27 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 1529
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:06:29 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:10:55 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 1529
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:11:25 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:11:40 +0530] "GET /ShoppingApp/customer_menu.jsp HTTP/1.1" 200 2898
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:11:42 +0530] "GET /ShoppingApp/displayProductsFromCart? HTTP/1.1" 200 1529
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:14:24 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:14:38 +0530] "GET /ShoppingApp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:14:38 +0530] "GET /ShoppingApp/ HTTP/1.1" 200 2086
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:15:07 +0530] "GET /ShoppingApp/home?username=sahil&password=sahil HTTP/1.1" 200 2898
0:0:0:0:0:0:0:1 - - [06/Jun/2024:22:15:10 +0530] "GET /ShoppingApp/addProductsToCart? HTTP/1.1" 200 6831
